2018-04-20 17:07:08.465  INFO 8092 --- [main] .p.MobileCenterInstrumentatorApplication : Starting MobileCenterInstrumentatorApplication on CABCUKDCQB with PID 8092 (C:\Users\pinzi\Documents\workspace-sts-3.8.4.RELEASE\MobileCenterInstrumentator\target\classes started by pinzi in C:\Users\pinzi\Documents\workspace-sts-3.8.4.RELEASE\MobileCenterInstrumentator)
2018-04-20 17:07:08.475  INFO 8092 --- [main] .p.MobileCenterInstrumentatorApplication : No active profile set, falling back to default profiles: default
2018-04-20 17:07:08.671  INFO 8092 --- [main] ConfigServletWebServerApplicationContext : Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@45b9a632: startup date [Fri Apr 20 17:07:08 CEST 2018]; root of context hierarchy
2018-04-20 17:14:22.599  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:24.506  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:24.636  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:26.506  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:26.740  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:28.507  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:28.634  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:30.506  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:30.637  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:32.506  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:32.629  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:34.506  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:34.615  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:36.506  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:36.607  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:38.507  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:38.611  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:40.507  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:40.619  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:42.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:42.646  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:44.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:44.636  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:46.507  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:46.620  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:48.507  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:48.649  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:50.506  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:50.687  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:52.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:52.624  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:54.511  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:54.620  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:56.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:56.690  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:14:58.507  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:14:58.631  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:00.507  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:00.601  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:02.507  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:02.602  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:04.507  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:04.681  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:06.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:06.618  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:08.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:08.603  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:10.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:10.597  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:12.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:12.598  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:14.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:14.604  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:16.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:16.603  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:18.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:18.600  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:20.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:20.598  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:22.508  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:22.607  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:24.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:24.599  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:26.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:26.599  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:28.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:28.597  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:30.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:30.597  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:32.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:32.600  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:34.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:34.610  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:36.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:36.600  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:38.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:38.602  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:40.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:40.599  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:42.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:42.598  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:44.509  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:44.599  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:46.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:46.615  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:48.511  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:48.602  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:50.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:50.605  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:52.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:52.762  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:54.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:54.598  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:56.511  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:56.638  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:15:58.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:15:58.602  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:16:00.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:16:00.612  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:16:02.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:16:02.610  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:16:04.511  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:16:04.613  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:16:06.511  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:16:06.605  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:16:08.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:16:08.601  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:16:10.510  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:16:10.605  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
2018-04-20 17:16:12.511  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : Loop
2018-04-20 17:16:12.653  INFO 8092 --- [pool-1-thread-1] com.pinzi.Scheduler                      : exit: 0
